,Market Dataset,ecoinvent location,Market group location,Peak power (kWp),Installation,Technology,Placement,Build,Placement2
295,"market for electricity, low voltage",ES,WEU, 3, facade , single-Si, laminated, integrated, at building
296,"market for electricity, low voltage",ES,WEU, 3, facade , single-Si, panel, mounted, at building
297,"market for electricity, low voltage",ES,WEU, 3, flat-roof , multi-Si, on roof,,
298,"market for electricity, low voltage",ES,WEU, 3, flat-roof , single-Si, on roof,,
299,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
300,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
301,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
302,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
303,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
304,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
305,"market for electricity, low voltage",ES,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
306,"market for electricity, low voltage",ES,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
307,"market for electricity, low voltage",ES,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
308,"market for electricity, low voltage",ES,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
309,"market for electricity, low voltage",ES,WEU, 3, facade , multi-Si, laminated, integrated, at building
310,"market for electricity, low voltage",ES,WEU, 3, facade , multi-Si, panel, mounted, at building
311,"market for electricity, low voltage",ES,WEU, 3, facade , single-Si, laminated, integrated, at building
312,"market for electricity, low voltage",ES,WEU, 3, facade , single-Si, panel, mounted, at building
313,"market for electricity, low voltage",ES,WEU, 3, flat-roof , multi-Si, on roof,,
314,"market for electricity, low voltage",ES,WEU, 3, flat-roof , single-Si, on roof,,
315,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
316,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
317,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
318,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
319,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
320,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
321,"market for electricity, low voltage",ES,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
322,"market for electricity, low voltage",ES,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
323,"market for electricity, low voltage",ES,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
324,"market for electricity, low voltage",ES,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
325,"market for electricity, low voltage",ES,WEU, 3, facade , multi-Si, laminated, integrated, at building
326,"market for electricity, low voltage",ES,WEU, 3, facade , multi-Si, panel, mounted, at building
327,"market for electricity, low voltage",ES,WEU, 3, facade , single-Si, laminated, integrated, at building
328,"market for electricity, low voltage",ES,WEU, 3, facade , single-Si, panel, mounted, at building
329,"market for electricity, low voltage",ES,WEU, 3, flat-roof , multi-Si, on roof,,
330,"market for electricity, low voltage",ES,WEU, 3, flat-roof , single-Si, on roof,,
331,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
332,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
333,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
334,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
335,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
336,"market for electricity, low voltage",ES,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
337,"market for electricity, low voltage",ER,EAF, 3 , slanted-roof , CIS, laminated, integrated, on roof
338,"market for electricity, low voltage",ER,EAF, 3 , slanted-roof , CdTe, panel, mounted, on roof
339,"market for electricity, low voltage",ER,EAF, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
340,"market for electricity, low voltage",ER,EAF, 3 , slanted-roof , micro-Si, panel, mounted, on roof
341,"market for electricity, low voltage",ER,EAF, 3, facade , multi-Si, laminated, integrated, at building
342,"market for electricity, low voltage",ER,EAF, 3, facade , multi-Si, panel, mounted, at building
343,"market for electricity, low voltage",ER,EAF, 3, facade , single-Si, laminated, integrated, at building
344,"market for electricity, low voltage",ER,EAF, 3, facade , single-Si, panel, mounted, at building
345,"market for electricity, low voltage",ER,EAF, 3, flat-roof , multi-Si, on roof,,
346,"market for electricity, low voltage",ER,EAF, 3, flat-roof , single-Si, on roof,,
347,"market for electricity, low voltage",ER,EAF, 3, slanted-roof , CIS, panel, mounted, on roof
348,"market for electricity, low voltage",ER,EAF, 3, slanted-roof , CdTe, laminated, integrated, on roof
349,"market for electricity, low voltage",ER,EAF, 3, slanted-roof , multi-Si, laminated, integrated, on roof
350,"market for electricity, low voltage",ER,EAF, 3, slanted-roof , multi-Si, panel, mounted, on roof
351,"market for electricity, low voltage",ER,EAF, 3, slanted-roof , single-Si, laminated, integrated, on roof
352,"market for electricity, low voltage",ER,EAF, 3, slanted-roof , single-Si, panel, mounted, on roof
353,"market for electricity, high voltage",MZ,RSAF, 156 , flat-roof , multi-Si, on roof,,
354,"market for electricity, high voltage",MZ,RSAF, 156 , flat-roof , single-Si, on roof,,
355,"market for electricity, high voltage",MZ,RSAF, 570 , open ground , CIS, on open ground,,
356,"market for electricity, high voltage",MZ,RSAF, 570 , open ground , CdTe, on open ground,,
357,"market for electricity, high voltage",MZ,RSAF, 570 , open ground , micro-Si, on open ground,,
358,"market for electricity, high voltage",MZ,RSAF, 570 , open ground , multi-Si, on open ground,,
359,"market for electricity, high voltage",MZ,RSAF, 570 , open ground , single-Si, on open ground,,
360,"market for electricity, high voltage",MZ,RSAF, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
361,"market for electricity, high voltage",MZ,RSAF, 93 , slanted-roof , multi-Si, panel, mounted, on roof
362,"market for electricity, high voltage",MZ,RSAF, 93 , slanted-roof , single-Si, laminated, integrated, on roof
363,"market for electricity, high voltage",MZ,RSAF, 93 , slanted-roof , single-Si, panel, mounted, on roof
364,"market for electricity, high voltage",LK,RSAS, 156 , flat-roof , multi-Si, on roof,,
365,"market for electricity, high voltage",LK,RSAS, 156 , flat-roof , single-Si, on roof,,
366,"market for electricity, high voltage",LK,RSAS, 570 , open ground , CIS, on open ground,,
367,"market for electricity, high voltage",LK,RSAS, 570 , open ground , CdTe, on open ground,,
368,"market for electricity, high voltage",LK,RSAS, 570 , open ground , micro-Si, on open ground,,
369,"market for electricity, high voltage",LK,RSAS, 570 , open ground , multi-Si, on open ground,,
370,"market for electricity, high voltage",LK,RSAS, 570 , open ground , single-Si, on open ground,,
371,"market for electricity, high voltage",LK,RSAS, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
372,"market for electricity, high voltage",LK,RSAS, 93 , slanted-roof , multi-Si, panel, mounted, on roof
373,"market for electricity, high voltage",LK,RSAS, 93 , slanted-roof , single-Si, laminated, integrated, on roof
374,"market for electricity, high voltage",LK,RSAS, 93 , slanted-roof , single-Si, panel, mounted, on roof
375,"market for electricity, high voltage",NI,RCAM, 156 , flat-roof , multi-Si, on roof,,
376,"market for electricity, high voltage",NI,RCAM, 156 , flat-roof , single-Si, on roof,,
377,"market for electricity, high voltage",NI,RCAM, 570 , open ground , CIS, on open ground,,
378,"market for electricity, high voltage",NI,RCAM, 570 , open ground , CdTe, on open ground,,
379,"market for electricity, high voltage",NI,RCAM, 570 , open ground , micro-Si, on open ground,,
380,"market for electricity, high voltage",NI,RCAM, 570 , open ground , multi-Si, on open ground,,
381,"market for electricity, high voltage",NI,RCAM, 570 , open ground , single-Si, on open ground,,
382,"market for electricity, high voltage",NI,RCAM, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
383,"market for electricity, high voltage",NI,RCAM, 93 , slanted-roof , multi-Si, panel, mounted, on roof
384,"market for electricity, high voltage",NI,RCAM, 93 , slanted-roof , single-Si, laminated, integrated, on roof
385,"market for electricity, high voltage",NI,RCAM, 93 , slanted-roof , single-Si, panel, mounted, on roof
386,"market for electricity, low voltage",BA,CEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
387,"market for electricity, low voltage",BA,CEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
388,"market for electricity, low voltage",BA,CEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
389,"market for electricity, low voltage",BA,CEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
390,"market for electricity, low voltage",BA,CEU, 3, facade , multi-Si, laminated, integrated, at building
391,"market for electricity, low voltage",BA,CEU, 3, facade , multi-Si, panel, mounted, at building
392,"market for electricity, low voltage",BA,CEU, 3, facade , single-Si, laminated, integrated, at building
393,"market for electricity, low voltage",BA,CEU, 3, facade , single-Si, panel, mounted, at building
394,"market for electricity, low voltage",BA,CEU, 3, flat-roof , multi-Si, on roof,,
395,"market for electricity, low voltage",BA,CEU, 3, flat-roof , single-Si, on roof,,
396,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , CIS, panel, mounted, on roof
397,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
398,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
399,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
400,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
401,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , single-Si, panel, mounted, on roof
402,"market for electricity, low voltage",BA,CEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
403,"market for electricity, low voltage",BA,CEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
404,"market for electricity, low voltage",BA,CEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
405,"market for electricity, low voltage",BA,CEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
406,"market for electricity, low voltage",BA,CEU, 3, facade , multi-Si, laminated, integrated, at building
407,"market for electricity, low voltage",BA,CEU, 3, facade , multi-Si, panel, mounted, at building
408,"market for electricity, low voltage",BA,CEU, 3, facade , single-Si, laminated, integrated, at building
409,"market for electricity, low voltage",BA,CEU, 3, facade , single-Si, panel, mounted, at building
410,"market for electricity, low voltage",BA,CEU, 3, flat-roof , multi-Si, on roof,,
411,"market for electricity, low voltage",BA,CEU, 3, flat-roof , single-Si, on roof,,
412,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , CIS, panel, mounted, on roof
413,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
414,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
415,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
416,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
417,"market for electricity, low voltage",BA,CEU, 3, slanted-roof , single-Si, panel, mounted, on roof
418,"market for electricity, low voltage",CH,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
419,"market for electricity, low voltage",CH,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
420,"market for electricity, low voltage",CH,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
421,"market for electricity, low voltage",CH,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
422,"market for electricity, low voltage",CH,WEU, 3, facade , multi-Si, laminated, integrated, at building
423,"market for electricity, low voltage",CH,WEU, 3, facade , multi-Si, panel, mounted, at building
424,"market for electricity, low voltage",CH,WEU, 3, facade , single-Si, laminated, integrated, at building
425,"market for electricity, low voltage",CH,WEU, 3, facade , single-Si, panel, mounted, at building
426,"market for electricity, low voltage",CH,WEU, 3, flat-roof , multi-Si, on roof,,
427,"market for electricity, low voltage",CH,WEU, 3, flat-roof , single-Si, on roof,,
428,"market for electricity, low voltage",CH,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
429,"market for electricity, low voltage",CH,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
430,"market for electricity, low voltage",CH,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
431,"market for electricity, low voltage",CH,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
432,"market for electricity, low voltage",CH,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
433,"market for electricity, low voltage",CH,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
434,"market for electricity, low voltage",CH,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
435,"market for electricity, low voltage",CH,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
436,"market for electricity, low voltage",CH,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
437,"market for electricity, low voltage",CH,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
438,"market for electricity, low voltage",CH,WEU, 3, facade , multi-Si, laminated, integrated, at building
